club_id,club_name,league,manager_name,season,start_date,end_date,fired,mid_season_fire,hire_type,reason
607,Venezia FC,Serie A,Paolo Zanetti,2020/2021,2020-08-14,2022-04-27,True,True,Permanent,inferred
607,Venezia FC,Serie A,Alessio Dionisi,2019/2020,2019-07-03,2020-08-14,True,True,Permanent,inferred
380,US Salernitana 1919,Serie A,Pasquale Marino,2024/2025,2025-04-07,2025-06-30,False,False,Permanent,inferred
380,US Salernitana 1919,Serie A,Roberto Breda,2024/2025,2025-01-03,2025-04-07,True,True,Permanent,inferred
380,US Salernitana 1919,Serie A,Stefano Colantuono,2024/2025,2024-11-11,2024-12-30,True,True,Permanent,inferred
380,US Salernitana 1919,Serie A,Giovanni Martusciello,2024/2025,2024-07-03,2024-11-11,True,True,Permanent,inferred
380,US Salernitana 1919,Serie A,Andrea Sottil,2023/2024,2024-06-20,2024-07-02,False,False,Permanent,inferred
380,US Salernitana 1919,Serie A,Stefano Colantuono,2023/2024,2024-03-19,2024-06-02,False,False,Permanent,inferred
380,US Salernitana 1919,Serie A,Fabio Liverani,2023/2024,2024-02-11,2024-03-19,True,True,Permanent,inferred
380,US Salernitana 1919,Serie A,Filippo Inzaghi,2023/2024,2023-10-10,2024-02-11,True,True,Permanent,inferred
380,US Salernitana 1919,Serie A,Paulo Sousa,2022/2023,2023-02-15,2023-10-10,True,True,Permanent,inferred
380,US Salernitana 1919,Serie A,Davide Nicola,2021/2022,2022-02-15,2023-02-15,True,True,Permanent,inferred
380,US Salernitana 1919,Serie A,Stefano Colantuono,2021/2022,2021-10-17,2022-02-15,True,True,Permanent,inferred
380,US Salernitana 1919,Serie A,Fabrizio Castori,2020/2021,2020-08-10,2021-10-17,True,True,Permanent,inferred
380,US Salernitana 1919,Serie A,Gian Piero Ventura,2018/2019,2019-06-30,2020-08-01,True,True,Permanent,inferred
2919,AC Monza,Serie A,Alessandro Nesta,2024/2025,2025-02-10,2025-06-30,False,False,Permanent,inferred
2919,AC Monza,Serie A,Salvatore Bocchetti,2024/2025,2024-12-23,2025-02-10,True,True,Permanent,inferred
2919,AC Monza,Serie A,Alessandro Nesta,2024/2025,2024-07-01,2024-12-23,True,True,Permanent,inferred
2919,AC Monza,Serie A,Raffaele Palladino,2022/2023,2022-09-13,2024-06-30,False,False,Permanent,inferred
2919,AC Monza,Serie A,Giovanni Stroppa,2021/2022,2021-07-01,2022-09-13,True,True,Permanent,inferred
2919,AC Monza,Serie A,Cristian Brocchi,2018/2019,2018-10-22,2021-05-28,False,False,Permanent,inferred
2239,US Cremonese,Serie A,Giovanni Stroppa,2024/2025,2024-11-11,2025-06-13,False,False,Permanent,inferred
2239,US Cremonese,Serie A,Eugenio Corini,2024/2025,2024-10-09,2024-11-11,True,True,Permanent,inferred
2239,US Cremonese,Serie A,Giovanni Stroppa,2023/2024,2023-09-19,2024-10-08,True,True,Permanent,inferred
2239,US Cremonese,Serie A,Davide Ballardini,2022/2023,2023-01-15,2023-09-18,True,True,Permanent,inferred
2239,US Cremonese,Serie A,Massimiliano Alvini,2021/2022,2022-06-09,2023-01-14,True,True,Permanent,inferred
2239,US Cremonese,Serie A,Fabio Pecchia,2020/2021,2021-01-07,2022-05-21,False,False,Permanent,inferred
2239,US Cremonese,Serie A,Pierpaolo Bisoli,2019/2020,2020-03-05,2021-01-07,True,True,Permanent,inferred
2239,US Cremonese,Serie A,Massimo Rastelli,2019/2020,2020-01-08,2020-03-04,True,True,Permanent,inferred
2239,US Cremonese,Serie A,Marco Baroni,2019/2020,2019-10-08,2020-01-08,True,True,Permanent,inferred
2239,US Cremonese,Serie A,Massimo Rastelli,2018/2019,2018-11-05,2019-10-08,True,True,Permanent,inferred
8970,Frosinone Calcio,Serie A,Paolo Bianco,2024/2025,2025-02-18,2025-06-30,False,False,Permanent,inferred
8970,Frosinone Calcio,Serie A,Leandro Greco,2024/2025,2024-10-22,2025-02-17,True,True,Permanent,inferred
8970,Frosinone Calcio,Serie A,Vincenzo Vivarini,2024/2025,2024-07-01,2024-10-22,True,True,Permanent,inferred
8970,Frosinone Calcio,Serie A,Eusebio Di Francesco,2023/2024,2023-07-01,2024-06-25,False,False,Permanent,inferred
8970,Frosinone Calcio,Serie A,Fabio Grosso,2020/2021,2021-03-23,2023-06-30,False,False,Permanent,inferred
8970,Frosinone Calcio,Serie A,Alessandro Nesta,2019/2020,2019-07-01,2021-03-22,True,True,Permanent,inferred
1047,Como 1907,Serie A,Cesc Fàbregas,2024/2025,2024-07-19,,False,False,Permanent,inferred
1047,Como 1907,Serie A,Osian Roberts,2023/2024,2023-12-20,2024-07-18,False,False,Permanent,inferred
1047,Como 1907,Serie A,Cesc Fàbregas,2023/2024,2023-11-13,2023-12-19,True,True,Permanent,inferred
1047,Como 1907,Serie A,Moreno Longo,2022/2023,2022-09-20,2023-11-13,True,True,Permanent,inferred
1047,Como 1907,Serie A,Giacomo Gattuso,2020/2021,2020-12-01,2022-09-08,True,True,Permanent,inferred
1047,Como 1907,Serie A,Marco Banchini,2018/2019,2018-07-29,2020-12-01,True,True,Permanent,inferred
583,Paris Saint-Germain,Ligue 1,Luis Enrique,2023/2024,2023-07-05,,False,False,Permanent,inferred
583,Paris Saint-Germain,Ligue 1,Christophe Galtier,2022/2023,2022-07-05,2023-06-30,False,False,Permanent,inferred
583,Paris Saint-Germain,Ligue 1,Mauricio Pochettino,2020/2021,2021-01-02,2022-07-05,False,False,Permanent,inferred
583,Paris Saint-Germain,Ligue 1,Thomas Tuchel,2018/2019,2018-07-01,2020-12-29,True,True,Permanent,inferred
1041,Olympique Lyon,Ligue 1,Paulo Fonseca,2024/2025,2025-01-31,,False,False,Permanent,inferred
1041,Olympique Lyon,Ligue 1,Jorge Maciel,2024/2025,2025-01-28,2025-01-30,True,True,Permanent,inferred
1041,Olympique Lyon,Ligue 1,Pierre Sage,2023/2024,2023-11-30,2025-01-28,True,True,Permanent,inferred
1041,Olympique Lyon,Ligue 1,Fabio Grosso,2023/2024,2023-09-18,2023-11-30,True,True,Permanent,inferred
1041,Olympique Lyon,Ligue 1,Jean-François Vulliez,2023/2024,2023-09-11,2023-09-17,True,True,Permanent,inferred
1041,Olympique Lyon,Ligue 1,Laurent Blanc,2022/2023,2022-10-09,2023-09-11,True,True,Permanent,inferred
1041,Olympique Lyon,Ligue 1,Peter Bosz,2020/2021,2021-05-29,2022-10-09,True,True,Permanent,inferred
1041,Olympique Lyon,Ligue 1,Rudi Garcia,2019/2020,2019-10-14,2021-05-24,False,False,Permanent,inferred
1041,Olympique Lyon,Ligue 1,Sylvinho,2019/2020,2019-07-01,2019-10-07,True,True,Permanent,inferred
162,AS Monaco,Ligue 1,Adi Hütter,2023/2024,2023-07-04,2025-10-10,True,True,Permanent,inferred
162,AS Monaco,Ligue 1,Philippe Clement,2021/2022,2022-01-03,2023-06-04,False,False,Permanent,inferred
162,AS Monaco,Ligue 1,Stéphane Nado,2021/2022,2022-01-01,2022-01-02,True,True,Permanent,inferred
162,AS Monaco,Ligue 1,Niko Kovac,2020/2021,2020-07-19,2022-01-01,True,True,Permanent,inferred
162,AS Monaco,Ligue 1,Robert Moreno,2019/2020,2019-12-28,2020-07-18,False,False,Permanent,inferred
162,AS Monaco,Ligue 1,Leonardo Jardim,2018/2019,2019-01-27,2019-12-27,True,True,Permanent,inferred
1082,LOSC Lille,Ligue 1,Bruno Génésio,2024/2025,2024-07-01,,False,False,Permanent,inferred
1082,LOSC Lille,Ligue 1,Paulo Fonseca,2022/2023,2022-07-01,2024-06-30,False,False,Permanent,inferred
1082,LOSC Lille,Ligue 1,Jocelyn Gourvennec,2021/2022,2021-07-05,2022-06-16,False,False,Permanent,inferred
1082,LOSC Lille,Ligue 1,Christophe Galtier,2017/2018,2017-12-29,2021-06-30,False,False,Permanent,inferred
244,Olympique Marseille,Ligue 1,Roberto De Zerbi,2024/2025,2024-07-01,2026-02-11,True,True,Permanent,inferred
244,Olympique Marseille,Ligue 1,Jean-Louis Gasset,2023/2024,2024-02-20,2024-06-30,False,False,Permanent,inferred
244,Olympique Marseille,Ligue 1,Gennaro Gattuso,2023/2024,2023-09-27,2024-02-20,True,True,Permanent,inferred
244,Olympique Marseille,Ligue 1,Jacques Abardonado,2023/2024,2023-09-20,2023-09-26,True,True,Permanent,inferred
244,Olympique Marseille,Ligue 1,Marcelino,2023/2024,2023-07-01,2023-09-20,True,True,Permanent,inferred
244,Olympique Marseille,Ligue 1,Igor Tudor,2022/2023,2022-07-04,2023-06-30,False,False,Permanent,inferred
244,Olympique Marseille,Ligue 1,Jorge Sampaoli,2020/2021,2021-03-08,2022-07-01,False,False,Permanent,inferred
244,Olympique Marseille,Ligue 1,Nasser Larguet,2020/2021,2021-02-03,2021-03-07,True,True,Permanent,inferred
244,Olympique Marseille,Ligue 1,André Villas-Boas,2019/2020,2019-07-01,2021-02-02,True,True,Permanent,inferred
417,OGC Nice,Ligue 1,Franck Haise,2024/2025,2024-07-01,2025-12-29,True,True,Permanent,inferred
417,OGC Nice,Ligue 1,Francesco Farioli,2023/2024,2023-07-01,2024-06-30,False,False,Permanent,inferred
417,OGC Nice,Ligue 1,Didier Digard,2022/2023,2023-01-10,2023-06-30,False,False,Permanent,inferred
417,OGC Nice,Ligue 1,Lucien Favre,2022/2023,2022-07-01,2023-01-09,True,True,Permanent,inferred
417,OGC Nice,Ligue 1,Christophe Galtier,2021/2022,2021-07-01,2022-06-30,False,False,Permanent,inferred
417,OGC Nice,Ligue 1,Adrian Ursea,2020/2021,2020-12-04,2021-05-24,False,False,Permanent,inferred
417,OGC Nice,Ligue 1,Patrick Vieira,2018/2019,2018-07-01,2020-12-04,True,True,Permanent,inferred
273,Stade Rennais FC,Ligue 1,Habib Beye,2024/2025,2025-01-30,2026-02-09,True,True,Permanent,inferred
273,Stade Rennais FC,Ligue 1,Jorge Sampaoli,2024/2025,2024-11-11,2025-01-30,True,True,Permanent,inferred
273,Stade Rennais FC,Ligue 1,Sébastien Tambouret,2024/2025,2024-11-07,2024-11-11,True,True,Permanent,inferred
273,Stade Rennais FC,Ligue 1,Julien Stéphan,2023/2024,2023-11-19,2024-11-07,True,True,Permanent,inferred
273,Stade Rennais FC,Ligue 1,Bruno Génésio,2020/2021,2021-03-04,2023-11-19,True,True,Permanent,inferred
273,Stade Rennais FC,Ligue 1,Philippe Bizeul,2020/2021,2021-03-01,2021-03-03,True,True,Permanent,inferred
273,Stade Rennais FC,Ligue 1,Julien Stéphan,2018/2019,2018-12-04,2021-03-01,True,True,Permanent,inferred
40,FC Girondins Bordeaux,Ligue 1,Bruno Irles,2024/2025,2024-08-28,2026-03-29,True,True,Permanent,inferred
40,FC Girondins Bordeaux,Ligue 1,Albert Riera,2023/2024,2023-10-12,2024-07-28,False,False,Permanent,inferred
40,FC Girondins Bordeaux,Ligue 1,David Guion,2021/2022,2022-02-17,2023-10-07,True,True,Permanent,inferred
40,FC Girondins Bordeaux,Ligue 1,Jaroslav Plasil,2021/2022,2022-02-07,2022-02-16,True,True,Permanent,inferred
40,FC Girondins Bordeaux,Ligue 1,Vladimir Petkovic,2021/2022,2021-07-28,2022-02-07,True,True,Permanent,inferred
40,FC Girondins Bordeaux,Ligue 1,Jean-Louis Gasset,2020/2021,2020-08-10,2021-07-27,False,False,Permanent,inferred
40,FC Girondins Bordeaux,Ligue 1,Paulo Sousa,2018/2019,2019-03-08,2020-08-10,True,True,Permanent,inferred
995,FC Nantes,Ligue 1,Antoine Kombouaré,2023/2024,2024-03-17,2025-05-20,False,False,Permanent,inferred
995,FC Nantes,Ligue 1,Jocelyn Gourvennec,2023/2024,2023-11-29,2024-03-17,True,True,Permanent,inferred
995,FC Nantes,Ligue 1,Pierre Aristouy,2022/2023,2023-05-09,2023-11-29,True,True,Permanent,inferred
995,FC Nantes,Ligue 1,Antoine Kombouaré,2020/2021,2021-02-11,2023-05-09,False,False,Permanent,inferred
995,FC Nantes,Ligue 1,Raymond Domenech,2020/2021,2020-12-26,2021-02-10,True,True,Permanent,inferred
995,FC Nantes,Ligue 1,Patrick Collot,2020/2021,2020-12-08,2020-12-26,True,True,Permanent,inferred
995,FC Nantes,Ligue 1,Christian Gourcuff,2019/2020,2019-08-08,2020-12-08,True,True,Permanent,inferred
995,FC Nantes,Ligue 1,Vahid Halilhodzic,2018/2019,2018-10-02,2019-08-02,True,True,Permanent,inferred
618,AS Saint-Étienne,Ligue 1,Eirik Horneland,2024/2025,2025-01-01,2026-01-31,True,True,Permanent,inferred
618,AS Saint-Étienne,Ligue 1,Laurent Huard,2024/2025,2024-12-14,2024-12-31,True,True,Permanent,inferred
618,AS Saint-Étienne,Ligue 1,Olivier Dall'Oglio,2023/2024,2023-12-12,2024-12-16,True,True,Permanent,inferred
618,AS Saint-Étienne,Ligue 1,Laurent Huard,2023/2024,2023-12-06,2023-12-11,True,True,Permanent,inferred
618,AS Saint-Étienne,Ligue 1,Laurent Batlles,2022/2023,2022-07-01,2023-12-06,True,True,Permanent,inferred
618,AS Saint-Étienne,Ligue 1,Pascal Dupraz,2021/2022,2021-12-14,2022-06-30,False,False,Permanent,inferred
618,AS Saint-Étienne,Ligue 1,Julien Sablé,2021/2022,2021-12-06,2021-12-14,True,True,Permanent,inferred
618,AS Saint-Étienne,Ligue 1,Claude Puel,2019/2020,2019-10-04,2021-12-05,True,True,Permanent,inferred
618,AS Saint-Étienne,Ligue 1,Ghislain Printant,2018/2019,2019-06-06,2019-10-04,True,True,Permanent,inferred
667,RC Strasbourg Alsace,Ligue 1,Liam Rosenior,2024/2025,2024-07-25,2026-01-07,True,True,Permanent,inferred
667,RC Strasbourg Alsace,Ligue 1,Patrick Vieira,2023/2024,2023-07-02,2024-07-18,False,False,Permanent,inferred
667,RC Strasbourg Alsace,Ligue 1,Frédéric Antonetti,2022/2023,2023-02-13,2023-06-30,False,False,Permanent,inferred
667,RC Strasbourg Alsace,Ligue 1,Mathieu Le Scornet,2022/2023,2023-01-09,2023-02-13,True,True,Permanent,inferred
667,RC Strasbourg Alsace,Ligue 1,Julien Stéphan,2020/2021,2021-05-28,2023-01-09,True,True,Permanent,inferred
667,RC Strasbourg Alsace,Ligue 1,Thierry Laurey,2016/2017,2016-07-01,2021-05-24,False,False,Permanent,inferred
1420,Angers SCO,Ligue 1,Alexandre Dujeux,2022/2023,2023-03-07,,False,False,Permanent,inferred
1420,Angers SCO,Ligue 1,Abdel Bouhazama,2022/2023,2022-11-28,2023-03-07,True,True,Permanent,inferred
1420,Angers SCO,Ligue 1,Gérald Baticle,2020/2021,2021-05-27,2022-11-23,True,True,Permanent,inferred
1420,Angers SCO,Ligue 1,Stéphane Moulin,2011/2012,2011-07-01,2021-05-24,False,False,Permanent,inferred
969,Montpellier HSC,Ligue 1,Zoumana Camara,2024/2025,2025-04-08,,False,False,Permanent,inferred
969,Montpellier HSC,Ligue 1,Jean-Louis Gasset,2024/2025,2024-10-22,2025-04-07,True,True,Permanent,inferred
969,Montpellier HSC,Ligue 1,Michel Der Zakarian,2022/2023,2023-02-08,2024-10-20,True,True,Permanent,inferred
969,Montpellier HSC,Ligue 1,Romain Pitau,2022/2023,2022-10-17,2023-02-07,True,True,Permanent,inferred
969,Montpellier HSC,Ligue 1,Olivier Dall'Oglio,2020/2021,2021-06-01,2022-10-17,True,True,Permanent,inferred
969,Montpellier HSC,Ligue 1,Michel Der Zakarian,2016/2017,2017-05-23,2021-05-24,False,False,Permanent,inferred
1421,Stade Reims,Ligue 1,Samba Diawara,2024/2025,2025-02-03,2025-06-30,False,False,Permanent,inferred
1421,Stade Reims,Ligue 1,Luka Elsner,2024/2025,2024-07-01,2025-02-03,True,True,Permanent,inferred
1421,Stade Reims,Ligue 1,Samba Diawara,2023/2024,2024-05-02,2024-06-30,False,False,Permanent,inferred
1421,Stade Reims,Ligue 1,Will Still,2022/2023,2022-10-13,2024-05-02,False,False,Permanent,inferred
1421,Stade Reims,Ligue 1,Óscar García,2020/2021,2021-06-23,2022-10-13,True,True,Permanent,inferred
1421,Stade Reims,Ligue 1,David Guion,2016/2017,2017-05-22,2021-05-25,False,False,Permanent,inferred
415,FC Toulouse,Ligue 1,Carles Martínez,2023/2024,2023-07-01,,False,False,Permanent,inferred
415,FC Toulouse,Ligue 1,Philippe Montanier,2020/2021,2021-06-23,2023-06-30,False,False,Permanent,inferred
415,FC Toulouse,Ligue 1,Patrice Garande,2019/2020,2020-06-22,2021-06-02,False,False,Permanent,inferred
415,FC Toulouse,Ligue 1,Denis Zanko,2019/2020,2020-01-05,2020-06-22,False,False,Permanent,inferred
415,FC Toulouse,Ligue 1,Antoine Kombouaré,2019/2020,2019-10-14,2020-01-05,True,True,Permanent,inferred
415,FC Toulouse,Ligue 1,Alain Casanova,2017/2018,2018-06-25,2019-10-10,True,True,Permanent,inferred
1416,Amiens SC,Ligue 1,Omar Daf,2023/2024,2023-07-01,2026-03-05,True,True,Permanent,inferred
1416,Amiens SC,Ligue 1,Patrice Descamps,2022/2023,2023-04-03,2023-06-30,False,False,Permanent,inferred
1416,Amiens SC,Ligue 1,Philippe Hinschberger,2020/2021,2021-06-17,2023-04-03,True,True,Permanent,inferred
1416,Amiens SC,Ligue 1,Oswald Tanchot,2020/2021,2020-09-29,2021-06-16,False,False,Permanent,inferred
1416,Amiens SC,Ligue 1,Luka Elsner,2019/2020,2019-07-01,2020-09-28,True,True,Permanent,inferred
347,FC Metz,Ligue 1,Stéphane Le Mignan,2024/2025,2024-07-04,2026-01-20,True,True,Permanent,inferred
347,FC Metz,Ligue 1,Ladislau Bölöni,2021/2022,2022-06-16,2024-07-04,False,False,Permanent,inferred
347,FC Metz,Ligue 1,Frédéric Antonetti,2020/2021,2020-10-13,2022-06-09,False,False,Permanent,inferred
347,FC Metz,Ligue 1,Vincent Hognon,2018/2019,2018-12-14,2020-10-12,True,True,Permanent,inferred
2969,Dijon FCO,Ligue 1,Baptiste Ridira,2024/2025,2024-07-01,,False,False,Permanent,inferred
2969,Dijon FCO,Ligue 1,Benoît Tavenot,2023/2024,2023-07-01,2024-06-30,False,False,Permanent,inferred
2969,Dijon FCO,Ligue 1,Pascal Dupraz,2022/2023,2023-04-03,2023-06-30,False,False,Permanent,inferred
2969,Dijon FCO,Ligue 1,Omar Daf,2021/2022,2022-06-17,2023-04-03,True,True,Permanent,inferred
2969,Dijon FCO,Ligue 1,Patrice Garande,2021/2022,2021-08-23,2022-05-15,False,False,Permanent,inferred
2969,Dijon FCO,Ligue 1,David Linarès,2020/2021,2020-11-06,2021-08-23,True,True,Permanent,inferred
2969,Dijon FCO,Ligue 1,Stéphane Jobard,2018/2019,2019-06-20,2020-11-05,True,True,Permanent,inferred
1160,Nîmes Olympique,Ligue 1,Adil Hermach,2023/2024,2024-04-08,2025-06-30,False,False,Permanent,inferred
1160,Nîmes Olympique,Ligue 1,Frédéric Bompard,2022/2023,2022-11-21,2024-04-08,True,True,Permanent,inferred
1160,Nîmes Olympique,Ligue 1,Richard Goyet,2022/2023,2022-11-16,2022-11-21,True,True,Permanent,inferred
1160,Nîmes Olympique,Ligue 1,Nicolas Usaï,2021/2022,2022-01-05,2022-11-16,True,True,Permanent,inferred
1160,Nîmes Olympique,Ligue 1,Pascal Plancque,2020/2021,2021-02-05,2022-01-04,True,True,Permanent,inferred
1160,Nîmes Olympique,Ligue 1,Jérôme Arpinon,2019/2020,2020-06-24,2021-02-05,True,True,Permanent,inferred
1160,Nîmes Olympique,Ligue 1,Bernard Blaquart,2015/2016,2015-11-23,2020-06-23,False,False,Permanent,inferred
3911,Stade Brestois 29,Ligue 1,Éric Roy,2022/2023,2023-01-03,,False,False,Permanent,inferred
3911,Stade Brestois 29,Ligue 1,Bruno Grougi,2022/2023,2022-10-11,2023-01-03,True,True,Permanent,inferred
3911,Stade Brestois 29,Ligue 1,Michel Der Zakarian,2020/2021,2021-06-22,2022-10-11,True,True,Permanent,inferred
3911,Stade Brestois 29,Ligue 1,Olivier Dall'Oglio,2018/2019,2019-05-31,2021-05-31,False,False,Permanent,inferred
826,RC Lens,Ligue 1,Will Still,2024/2025,2024-07-01,2025-06-30,False,False,Permanent,inferred
826,RC Lens,Ligue 1,Franck Haise,2019/2020,2020-02-25,2024-06-30,False,False,Permanent,inferred
826,RC Lens,Ligue 1,Philippe Montanier,2017/2018,2018-05-22,2020-02-25,True,True,Permanent,inferred
1158,FC Lorient,Ligue 1,Olivier Pantaloni,2024/2025,2024-07-01,,False,False,Permanent,inferred
1158,FC Lorient,Ligue 1,Régis Le Bris,2021/2022,2022-06-27,2024-06-30,False,False,Permanent,inferred
1158,FC Lorient,Ligue 1,Christophe Pélissier,2018/2019,2019-05-29,2022-06-26,False,False,Permanent,inferred
1095,ESTAC Troyes,Ligue 1,Stéphane Dumont,2024/2025,2024-08-12,,False,False,Permanent,inferred
1095,ESTAC Troyes,Ligue 1,David Guion,2023/2024,2023-12-06,2024-08-06,True,True,Permanent,inferred
1095,ESTAC Troyes,Ligue 1,Alou Diarra,2023/2024,2023-11-28,2023-12-05,True,True,Permanent,inferred
1095,ESTAC Troyes,Ligue 1,Patrick Kisnorbo,2022/2023,2022-11-23,2023-11-26,True,True,Permanent,inferred
1095,ESTAC Troyes,Ligue 1,Claude Robin,2022/2023,2022-11-08,2022-11-22,True,True,Permanent,inferred
1095,ESTAC Troyes,Ligue 1,Bruno Irles,2021/2022,2022-01-03,2022-11-08,True,True,Permanent,inferred
1095,ESTAC Troyes,Ligue 1,Laurent Batlles,2018/2019,2019-06-14,2021-12-30,True,True,Permanent,inferred
3524,Clermont Foot 63,Ligue 1,Grégory Proment,2024/2025,2025-05-11,2025-06-30,False,False,Permanent,inferred
3524,Clermont Foot 63,Ligue 1,Sébastien Mazeyrat,2024/2025,2025-04-07,2025-05-10,False,False,Permanent,inferred
3524,Clermont Foot 63,Ligue 1,Laurent Batlles,2024/2025,2024-10-30,2025-04-07,True,True,Permanent,inferred
3524,Clermont Foot 63,Ligue 1,Emmanuel Gas,2024/2025,2024-10-28,2024-10-30,True,True,Permanent,inferred
3524,Clermont Foot 63,Ligue 1,Sébastien Bichard,2024/2025,2024-07-01,2024-10-28,True,True,Permanent,inferred
3524,Clermont Foot 63,Ligue 1,Pascal Gastien,2017/2018,2017-09-01,2024-06-30,False,False,Permanent,inferred
290,AJ Auxerre,Ligue 1,Christophe Pélissier,2022/2023,2022-10-26,,False,False,Permanent,inferred
290,AJ Auxerre,Ligue 1,Michel Padovani,2022/2023,2022-10-11,2022-10-25,True,True,Permanent,inferred
290,AJ Auxerre,Ligue 1,Jean-Marc Furlan,2019/2020,2019-07-01,2022-10-11,True,True,Permanent,inferred
1147,AC Ajaccio,Ligue 1,Thierry Debès,2024/2025,2025-01-04,2025-08-18,True,True,Permanent,inferred
1147,AC Ajaccio,Ligue 1,Mathieu Chabert,2024/2025,2024-07-01,2025-01-04,True,True,Permanent,inferred
1147,AC Ajaccio,Ligue 1,Olivier Pantaloni,2014/2015,2014-11-06,2024-06-30,False,False,Permanent,inferred
738,Le Havre AC,Ligue 1,Didier Digard,2024/2025,2024-07-01,,False,False,Permanent,inferred
738,Le Havre AC,Ligue 1,Luka Elsner,2021/2022,2022-06-20,2024-06-30,False,False,Permanent,inferred
738,Le Havre AC,Ligue 1,Paul Le Guen,2019/2020,2019-07-01,2022-06-30,False,False,Permanent,inferred
610,Ajax Amsterdam,Eredivisie,Francesco Farioli,2024/2025,2024-07-01,2025-06-30,False,False,Permanent,inferred
610,Ajax Amsterdam,Eredivisie,John van 't Schip,2023/2024,2023-10-30,2024-06-30,False,False,Permanent,inferred
610,Ajax Amsterdam,Eredivisie,Hedwiges Maduro,2023/2024,2023-10-24,2023-10-29,True,True,Permanent,inferred
610,Ajax Amsterdam,Eredivisie,Maurice Steijn,2023/2024,2023-07-01,2023-10-23,True,True,Permanent,inferred
610,Ajax Amsterdam,Eredivisie,John Heitinga,2022/2023,2023-01-27,2023-06-30,False,False,Permanent,inferred
610,Ajax Amsterdam,Eredivisie,Alfred Schreuder,2022/2023,2022-07-01,2023-01-26,True,True,Permanent,inferred
610,Ajax Amsterdam,Eredivisie,Erik ten Hag,2017/2018,2017-12-28,2022-06-30,False,False,Permanent,inferred
383,PSV Eindhoven,Eredivisie,Peter Bosz,2023/2024,2023-07-01,,False,False,Permanent,inferred
383,PSV Eindhoven,Eredivisie,Fred Rutten,2022/2023,2023-05-24,2023-06-30,False,False,Permanent,inferred
383,PSV Eindhoven,Eredivisie,Ruud van Nistelrooy,2022/2023,2022-07-01,2023-05-24,False,False,Permanent,inferred
383,PSV Eindhoven,Eredivisie,Roger Schmidt,2020/2021,2020-07-01,2022-06-30,False,False,Permanent,inferred
383,PSV Eindhoven,Eredivisie,Ernest Faber,2019/2020,2019-12-16,2020-06-30,False,False,Permanent,inferred
383,PSV Eindhoven,Eredivisie,Mark van Bommel,2018/2019,2018-07-01,2019-12-16,True,True,Permanent,inferred
1090,AZ Alkmaar,Eredivisie,Maarten Martens,2023/2024,2024-01-17,2026-01-18,True,True,Permanent,inferred
1090,AZ Alkmaar,Eredivisie,Pascal Jansen,2020/2021,2020-12-05,2024-01-17,True,True,Permanent,inferred
1090,AZ Alkmaar,Eredivisie,Arne Slot,2019/2020,2019-07-01,2020-12-05,True,True,Permanent,inferred
234,Feyenoord Rotterdam,Eredivisie,Robin van Persie,2024/2025,2025-02-24,,False,False,Permanent,inferred
234,Feyenoord Rotterdam,Eredivisie,Pascal Bosschaart,2024/2025,2025-02-10,2025-02-23,True,True,Permanent,inferred
234,Feyenoord Rotterdam,Eredivisie,Brian Priske,2024/2025,2024-07-01,2025-02-10,True,True,Permanent,inferred
234,Feyenoord Rotterdam,Eredivisie,Arne Slot,2021/2022,2021-07-01,2024-06-30,False,False,Permanent,inferred
234,Feyenoord Rotterdam,Eredivisie,Dick Advocaat,2019/2020,2019-10-30,2021-06-30,False,False,Permanent,inferred
234,Feyenoord Rotterdam,Eredivisie,Jaap Stam,2019/2020,2019-07-01,2019-10-28,True,True,Permanent,inferred
200,FC Utrecht,Eredivisie,Ron Jans,2023/2024,2023-09-06,2026-06-30,False,False,Permanent,inferred
200,FC Utrecht,Eredivisie,Rob Penders,2023/2024,2023-08-30,2023-09-05,True,True,Permanent,inferred
200,FC Utrecht,Eredivisie,Michael Silberbauer,2022/2023,2022-12-28,2023-08-29,True,True,Permanent,inferred
200,FC Utrecht,Eredivisie,Henk Fraser,2022/2023,2022-07-01,2022-12-14,True,True,Permanent,inferred
200,FC Utrecht,Eredivisie,Rick Kruys,2021/2022,2022-03-22,2022-06-30,False,False,Permanent,inferred
200,FC Utrecht,Eredivisie,René Hake,2020/2021,2020-11-08,2022-03-22,True,True,Permanent,inferred
200,FC Utrecht,Eredivisie,John van den Brom,2019/2020,2019-07-01,2020-11-07,True,True,Permanent,inferred
499,Vitesse Arnhem,Eredivisie,John van den Brom,2024/2025,2024-07-01,2025-06-30,False,False,Permanent,inferred
499,Vitesse Arnhem,Eredivisie,Edward Sturing,2023/2024,2023-11-20,2024-06-30,False,False,Permanent,inferred
499,Vitesse Arnhem,Eredivisie,Phillip Cocu,2022/2023,2022-09-26,2023-11-11,True,True,Permanent,inferred
499,Vitesse Arnhem,Eredivisie,Thomas Letsch,2020/2021,2020-07-01,2022-09-21,True,True,Permanent,inferred
499,Vitesse Arnhem,Eredivisie,Edward Sturing,2019/2020,2019-12-30,2020-06-30,False,False,Permanent,inferred
499,Vitesse Arnhem,Eredivisie,Joseph Oosting,2019/2020,2019-12-03,2019-12-30,True,True,Permanent,inferred
499,Vitesse Arnhem,Eredivisie,Leonid Slutskiy,2018/2019,2018-07-01,2019-11-29,True,True,Permanent,inferred
202,FC Groningen,Eredivisie,Dick Lukkien,2023/2024,2023-07-01,,False,False,Permanent,inferred
